possession,game_id,possession_team,length,start_x,start_y,end_x,end_y,period_id,start_time_seconds,end_time_seconds
121,3943043,England,12,23.40625,67.9575,10.893749999999999,60.8175,2,1771.228,1789.129
122,3943043,England,5,11.15625,67.9575,0.04374999999998863,50.8725,2,1821.918,1830.428
123,3943043,Spain,64,4.33125,38.292500000000004,104.95625000000001,67.9575,2,1841.956,1960.317
124,3943043,Spain,5,104.95625000000001,67.9575,57.09374999999999,0.04250000000000398,2,1997.147,2003.106
125,3943043,Spain,27,57.09374999999999,0.04250000000000398,103.38125000000001,16.192499999999995,2,2024.546,2066.184
126,3943043,England,1,98.91875,34.807500000000005,43.96874999999999,35.4875,2,2098.687,2098.687
127,3943043,Spain,19,43.96875,35.4875,61.46875,14.407499999999992,2,2101.325,2154.005
128,3943043,England,5,68.11874999999999,21.0375,54.99374999999999,44.9225,2,2156.189,2160.137
129,3943043,Spain,14,54.993750000000006,44.9225,68.81875000000001,0.04250000000000398,2,2161.027,2175.274
130,3943043,Spain,31,68.81875000000001,0.04250000000000398,87.19375000000001,56.7375,2,2182.304,2229.913
131,3943043,England,4,87.19375,56.7375,80.71875,57.6725,2,2229.913,2231.544
132,3943043,England,7,78.26875,67.9575,23.40625,41.4375,2,2271.74,2277.624
133,3943043,Spain,41,23.40625,41.4375,88.68125,29.2825,2,2283.278,2344.041
134,3943043,Spain,13,104.95625000000001,0.04250000000000398,100.14375,33.107499999999995,2,2373.638,2397.366
135,3943043,England,21,100.14375,33.1075,25.59375,0.29749999999999943,2,2398.447,2436.632
136,3943043,Spain,11,29.96875,0.04250000000000398,104.95625000000001,35.4025,2,2443.586,2456.903
137,3943043,England,11,51.668749999999996,34.042500000000004,0.04374999999998863,0.04250000000000398,2,2560.388,2579.439
138,3943043,England,5,0.04374999999998863,0.04250000000000398,0.04374999999998863,30.8975,2,2652.691,2657.062
139,3943043,Spain,1,4.68125,30.8125,61.993750000000006,0.5524999999999949,2,2697.594,2697.594
140,3943043,England,2,67.50625,0.04250000000000398,30.581249999999997,0.7224999999999966,2,2705.088,2709.043
141,3943043,Spain,2,33.73125,0.04250000000000398,104.95625000000001,11.092500000000001,2,2725.157,2728.285
142,3943043,England,4,98.91875,38.377500000000005,19.818749999999994,50.787499999999994,2,2747.096,2754.151
143,3943043,Spain,1,22.793750000000003,50.1075,70.91875,40.8425,2,2815.502,2815.502
144,3943043,England,6,70.91875,40.84250000000001,69.43125,60.5625,2,2819.149,2828.964
145,3943043,England,2,69.25625,56.3125,54.38125,29.3675,2,2832.613,2836.701
146,3943043,England,4,54.731249999999996,30.557500000000005,12.731250000000003,66.0025,2,2860.833,2867.318
147,3943043,Spain,1,86.05625,45.9425,86.05625,45.9425,2,2929.145,2929.145
2,3942752,France,11,51.668749999999996,34.042500000000004,53.06875,60.0525,1,0.467,14.413
3,3942752,Spain,6,60.50625,58.6925,56.56875000000001,41.0975,1,15.888,19.524
4,3942752,France,11,56.56875,41.0975,68.55625,0.7224999999999966,1,19.524,31.568
